,x,y,variable,value
9533,514,13,UPCFFE85FC,
9534,502,67,UPCFFE85FC,168.0
9535,507,150,UPCFFE85FC,
9536,504,251,UPCFFE85FC,
9537,504,377,UPCFFE85FC,
9538,499,496,UPCFFE85FC,
9539,490,601,UPCFFE85FC,
9540,486,704,UPCFFE85FC,
9541,477,821,UPCFFE85FC,
9542,476,893,UPCFFE85FC,
9543,475,962,UPCFFE85FC,
9544,589,961,UPCFFE85FC,
9545,589,880,UPCFFE85FC,
9546,589,788,UPCFFE85FC,
9547,588,687,UPCFFE85FC,
9548,588,574,UPCFFE85FC,
9549,595,490,UPCFFE85FC,
9550,588,377,UPCFFE85FC,
9551,592,255,UPCFFE85FC,
9552,611,147,UPCFFE85FC,
9553,602,59,UPCFFE85FC,
9554,599,7,UPCFFE85FC,
9555,716,13,UPCFFE85FC,
9556,713,79,UPCFFE85FC,170.0
9557,708,163,UPCFFE85FC,
9558,710,257,UPCFFE85FC,168.0
9559,702,375,UPCFFE85FC,
9560,698,480,UPCFFE85FC,172.0
9561,694,574,UPCFFE85FC,
9562,695,675,UPCFFE85FC,
9563,692,779,UPCFFE85FC,
9564,685,885,UPCFFE85FC,
9565,676,961,UPCFFE85FC,
9566,811,958,UPCFFE85FC,
9567,808,877,UPCFFE85FC,
9568,810,793,UPCFFE85FC,
9569,812,670,UPCFFE85FC,
9570,808,561,UPCFFE85FC,
9571,965,558,UPCFFE85FC,
9572,1089,567,UPCFFE85FC,
9573,809,465,UPCFFE85FC,
9574,808,349,UPCFFE85FC,
9575,820,255,UPCFFE85FC,
9576,827,144,UPCFFE85FC,
9577,826,74,UPCFFE85FC,172.0
9578,824,13,UPCFFE85FC,
9579,964,18,UPCFFE85FC,
9580,971,85,UPCFFE85FC,
9581,966,151,UPCFFE85FC,
9582,969,251,UPCFFE85FC,167.0
9583,970,360,UPCFFE85FC,184.0
9584,973,459,UPCFFE85FC,
9585,1094,21,UPCFFE85FC,
9586,1094,92,UPCFFE85FC,
9587,1095,158,UPCFFE85FC,
9588,1090,256,UPCFFE85FC,
9589,1088,357,UPCFFE85FC,
9590,1084,448,UPCFFE85FC,
9591,1218,451,UPCFFE85FC,
9592,1334,449,UPCFFE85FC,173.0
9593,1459,444,UPCFFE85FC,
9594,1566,445,UPCFFE85FC,
9595,1677,444,UPCFFE85FC,
9596,1771,439,UPCFFE85FC,
9597,1765,525,UPCFFE85FC,
9598,1672,518,UPCFFE85FC,
9599,1568,537,UPCFFE85FC,
9600,1448,537,UPCFFE85FC,
9601,1325,533,UPCFFE85FC,
9602,1212,529,UPCFFE85FC,
9603,1148,611,UPCFFE85FC,
9604,1213,609,UPCFFE85FC,167.0
9605,1329,616,UPCFFE85FC,
9606,1444,612,UPCFFE85FC,
9607,1570,614,UPCFFE85FC,
9608,1145,676,UPCFFE85FC,
9609,1209,678,UPCFFE85FC,
9610,1324,694,UPCFFE85FC,
9611,1440,685,UPCFFE85FC,
9612,1574,690,UPCFFE85FC,
9613,1668,609,UPCFFE85FC,
9614,1759,607,UPCFFE85FC,
9615,1657,697,UPCFFE85FC,
9616,1755,689,UPCFFE85FC,
9617,1149,785,UPCFFE85FC,167.0
9618,1214,778,UPCFFE85FC,
9619,1330,783,UPCFFE85FC,
9620,1443,769,UPCFFE85FC,
9621,1582,797,UPCFFE85FC,
9622,1670,804,UPCFFE85FC,
9623,1766,803,UPCFFE85FC,
9624,1146,872,UPCFFE85FC,
9625,1147,953,UPCFFE85FC,
9626,1210,873,UPCFFE85FC,
9627,1330,874,UPCFFE85FC,
9628,1435,875,UPCFFE85FC,
9629,1579,888,UPCFFE85FC,
9630,1671,891,UPCFFE85FC,
9631,1767,893,UPCFFE85FC,
9632,1770,962,UPCFFE85FC,
9633,1677,961,UPCFFE85FC,
9634,1579,966,UPCFFE85FC,164.0
9635,1434,957,UPCFFE85FC,
9636,1334,961,UPCFFE85FC,
9637,1222,956,UPCFFE85FC,
9638,1456,353,UPCFFE85FC,
9639,1334,355,UPCFFE85FC,
9640,1222,356,UPCFFE85FC,
9641,1141,360,UPCFFE85FC,
9642,1454,260,UPCFFE85FC,
9643,1329,249,UPCFFE85FC,
9644,1218,251,UPCFFE85FC,
9645,1669,154,UPCFFE85FC,
9646,1773,148,UPCFFE85FC,
9647,1145,253,UPCFFE85FC,
9648,1144,155,UPCFFE85FC,
9649,1142,58,UPCFFE85FC,
9650,1220,162,UPCFFE85FC,
9651,1577,352,UPCFFE85FC,
9652,1676,304,UPCFFE85FC,
9653,1774,307,UPCFFE85FC,
9654,1771,248,UPCFFE85FC,
9655,1670,243,UPCFFE85FC,
9656,1575,235,UPCFFE85FC,
9657,1331,165,UPCFFE85FC,
9658,1214,55,UPCFFE85FC,
9659,1334,56,UPCFFE85FC,
9660,1450,160,UPCFFE85FC,
9661,1564,147,UPCFFE85FC,
9662,1448,55,UPCFFE85FC,
9663,1560,59,UPCFFE85FC,
9664,1658,57,UPCFFE85FC,
9665,1762,56,UPCFFE85FC,
9666,48,19,Vodafone-14D8,176.0
9667,41,82,Vodafone-14D8,
9668,41,141,Vodafone-14D8,
9669,40,205,Vodafone-14D8,
9670,40,303,Vodafone-14D8,
9671,37,407,Vodafone-14D8,
9672,33,508,Vodafone-14D8,
9673,38,629,Vodafone-14D8,
9674,38,728,Vodafone-14D8,
9675,40,866,Vodafone-14D8,
9676,33,959,Vodafone-14D8,
9677,137,958,Vodafone-14D8,
9678,135,857,Vodafone-14D8,
9679,135,729,Vodafone-14D8,
9680,139,639,Vodafone-14D8,
9681,144,531,Vodafone-14D8,
9682,143,594,Vodafone-14D8,
9683,32,582,Vodafone-14D8,
9684,141,415,Vodafone-14D8,
9685,146,326,Vodafone-14D8,
9686,148,178,Vodafone-14D8,
9687,139,239,Vodafone-14D8,
9688,146,89,Vodafone-14D8,
9689,147,24,Vodafone-14D8,
9690,282,16,Vodafone-14D8,
9691,277,85,Vodafone-14D8,
9692,273,159,Vodafone-14D8,
9693,274,244,Vodafone-14D8,
9694,274,351,Vodafone-14D8,
9695,272,458,Vodafone-14D8,
9696,269,588,Vodafone-14D8,
9697,263,710,Vodafone-14D8,
9698,255,828,Vodafone-14D8,
9699,242,909,Vodafone-14D8,
9700,231,965,Vodafone-14D8,170.0
9701,357,957,Vodafone-14D8,170.0
9702,360,903,Vodafone-14D8,171.0
9703,360,819,Vodafone-14D8,172.0
9704,369,704,Vodafone-14D8,
9705,367,605,Vodafone-14D8,177.0
9706,370,502,Vodafone-14D8,
9707,389,394,Vodafone-14D8,
9708,394,249,Vodafone-14D8,
9709,391,153,Vodafone-14D8,
9710,389,71,Vodafone-14D8,169.0
9711,391,12,Vodafone-14D8,
9712,514,13,Vodafone-14D8,
9713,502,67,Vodafone-14D8,176.0
9714,507,150,Vodafone-14D8,
9715,504,251,Vodafone-14D8,
9716,504,377,Vodafone-14D8,
9717,499,496,Vodafone-14D8,180.0
9718,490,601,Vodafone-14D8,
9719,486,704,Vodafone-14D8,
9720,477,821,Vodafone-14D8,171.0
9721,476,893,Vodafone-14D8,
9722,475,962,Vodafone-14D8,170.0
9723,589,961,Vodafone-14D8,172.0
9724,589,880,Vodafone-14D8,171.0
9725,589,788,Vodafone-14D8,
9726,588,687,Vodafone-14D8,
9727,588,574,Vodafone-14D8,174.0
9728,595,490,Vodafone-14D8,169.0
9729,588,377,Vodafone-14D8,167.0
9730,592,255,Vodafone-14D8,
9731,611,147,Vodafone-14D8,
9732,602,59,Vodafone-14D8,
9733,599,7,Vodafone-14D8,171.0
9734,716,13,Vodafone-14D8,
9735,713,79,Vodafone-14D8,
9736,708,163,Vodafone-14D8,169.0
9737,710,257,Vodafone-14D8,
9738,702,375,Vodafone-14D8,
9739,698,480,Vodafone-14D8,
9740,694,574,Vodafone-14D8,
9741,695,675,Vodafone-14D8,
9742,692,779,Vodafone-14D8,
9743,685,885,Vodafone-14D8,
9744,676,961,Vodafone-14D8,
9745,811,958,Vodafone-14D8,
9746,808,877,Vodafone-14D8,
9747,810,793,Vodafone-14D8,
9748,812,670,Vodafone-14D8,
9749,808,561,Vodafone-14D8,
9750,965,558,Vodafone-14D8,
9751,1089,567,Vodafone-14D8,
9752,809,465,Vodafone-14D8,
9753,808,349,Vodafone-14D8,
9754,820,255,Vodafone-14D8,
9755,827,144,Vodafone-14D8,
9756,826,74,Vodafone-14D8,174.0
9757,824,13,Vodafone-14D8,166.0
9758,964,18,Vodafone-14D8,
9759,971,85,Vodafone-14D8,
9760,966,151,Vodafone-14D8,169.0
9761,969,251,Vodafone-14D8,168.0
9762,970,360,Vodafone-14D8,
9763,973,459,Vodafone-14D8,
9764,1094,21,Vodafone-14D8,
9765,1094,92,Vodafone-14D8,
9766,1095,158,Vodafone-14D8,
9767,1090,256,Vodafone-14D8,
9768,1088,357,Vodafone-14D8,171.0
9769,1084,448,Vodafone-14D8,
9770,1218,451,Vodafone-14D8,
9771,1334,449,Vodafone-14D8,170.0
9772,1459,444,Vodafone-14D8,
9773,1566,445,Vodafone-14D8,
9774,1677,444,Vodafone-14D8,
9775,1771,439,Vodafone-14D8,
9776,1765,525,Vodafone-14D8,
9777,1672,518,Vodafone-14D8,
9778,1568,537,Vodafone-14D8,
9779,1448,537,Vodafone-14D8,
9780,1325,533,Vodafone-14D8,
9781,1212,529,Vodafone-14D8,
9782,1148,611,Vodafone-14D8,
9783,1213,609,Vodafone-14D8,
9784,1329,616,Vodafone-14D8,
9785,1444,612,Vodafone-14D8,
9786,1570,614,Vodafone-14D8,
9787,1145,676,Vodafone-14D8,
9788,1209,678,Vodafone-14D8,
9789,1324,694,Vodafone-14D8,
9790,1440,685,Vodafone-14D8,
9791,1574,690,Vodafone-14D8,
9792,1668,609,Vodafone-14D8,
9793,1759,607,Vodafone-14D8,
9794,1657,697,Vodafone-14D8,
9795,1755,689,Vodafone-14D8,
9796,1149,785,Vodafone-14D8,
9797,1214,778,Vodafone-14D8,
9798,1330,783,Vodafone-14D8,
9799,1443,769,Vodafone-14D8,
9800,1582,797,Vodafone-14D8,
9801,1670,804,Vodafone-14D8,
9802,1766,803,Vodafone-14D8,
9803,1146,872,Vodafone-14D8,
9804,1147,953,Vodafone-14D8,
9805,1210,873,Vodafone-14D8,
9806,1330,874,Vodafone-14D8,
9807,1435,875,Vodafone-14D8,
9808,1579,888,Vodafone-14D8,
9809,1671,891,Vodafone-14D8,
9810,1767,893,Vodafone-14D8,
9811,1770,962,Vodafone-14D8,
9812,1677,961,Vodafone-14D8,
9813,1579,966,Vodafone-14D8,
9814,1434,957,Vodafone-14D8,
9815,1334,961,Vodafone-14D8,
9816,1222,956,Vodafone-14D8,
9817,1456,353,Vodafone-14D8,
9818,1334,355,Vodafone-14D8,
9819,1222,356,Vodafone-14D8,
9820,1141,360,Vodafone-14D8,
9821,1454,260,Vodafone-14D8,
9822,1329,249,Vodafone-14D8,
9823,1218,251,Vodafone-14D8,
9824,1669,154,Vodafone-14D8,
9825,1773,148,Vodafone-14D8,
9826,1145,253,Vodafone-14D8,
9827,1144,155,Vodafone-14D8,168.0
9828,1142,58,Vodafone-14D8,
9829,1220,162,Vodafone-14D8,
9830,1577,352,Vodafone-14D8,
9831,1676,304,Vodafone-14D8,
9832,1774,307,Vodafone-14D8,
9833,1771,248,Vodafone-14D8,
9834,1670,243,Vodafone-14D8,
9835,1575,235,Vodafone-14D8,
9836,1331,165,Vodafone-14D8,
9837,1214,55,Vodafone-14D8,
9838,1334,56,Vodafone-14D8,
9839,1450,160,Vodafone-14D8,
9840,1564,147,Vodafone-14D8,
9841,1448,55,Vodafone-14D8,
9842,1560,59,Vodafone-14D8,
9843,1658,57,Vodafone-14D8,
9844,1762,56,Vodafone-14D8,
9845,48,19,Vodafone-25ED,
9846,41,82,Vodafone-25ED,
9847,41,141,Vodafone-25ED,
9848,40,205,Vodafone-25ED,
9849,40,303,Vodafone-25ED,
9850,37,407,Vodafone-25ED,165.0
9851,33,508,Vodafone-25ED,
9852,38,629,Vodafone-25ED,
9853,38,728,Vodafone-25ED,
9854,40,866,Vodafone-25ED,
9855,33,959,Vodafone-25ED,
9856,137,958,Vodafone-25ED,
9857,135,857,Vodafone-25ED,
9858,135,729,Vodafone-25ED,
9859,139,639,Vodafone-25ED,
9860,144,531,Vodafone-25ED,
9861,143,594,Vodafone-25ED,
9862,32,582,Vodafone-25ED,
9863,141,415,Vodafone-25ED,177.0
9864,146,326,Vodafone-25ED,
9865,148,178,Vodafone-25ED,
9866,139,239,Vodafone-25ED,
9867,146,89,Vodafone-25ED,
9868,147,24,Vodafone-25ED,
9869,282,16,Vodafone-25ED,
9870,277,85,Vodafone-25ED,
9871,273,159,Vodafone-25ED,
9872,274,244,Vodafone-25ED,
9873,274,351,Vodafone-25ED,
9874,272,458,Vodafone-25ED,
9875,269,588,Vodafone-25ED,
9876,263,710,Vodafone-25ED,
9877,255,828,Vodafone-25ED,
9878,242,909,Vodafone-25ED,
9879,231,965,Vodafone-25ED,
9880,357,957,Vodafone-25ED,
9881,360,903,Vodafone-25ED,
9882,360,819,Vodafone-25ED,
9883,369,704,Vodafone-25ED,
9884,367,605,Vodafone-25ED,
9885,370,502,Vodafone-25ED,
9886,389,394,Vodafone-25ED,
9887,394,249,Vodafone-25ED,
9888,391,153,Vodafone-25ED,
9889,389,71,Vodafone-25ED,
9890,391,12,Vodafone-25ED,
9891,514,13,Vodafone-25ED,
9892,502,67,Vodafone-25ED,
9893,507,150,Vodafone-25ED,
9894,504,251,Vodafone-25ED,
9895,504,377,Vodafone-25ED,
9896,499,496,Vodafone-25ED,
9897,490,601,Vodafone-25ED,
9898,486,704,Vodafone-25ED,
9899,477,821,Vodafone-25ED,
9900,476,893,Vodafone-25ED,
9901,475,962,Vodafone-25ED,
9902,589,961,Vodafone-25ED,
9903,589,880,Vodafone-25ED,
9904,589,788,Vodafone-25ED,
9905,588,687,Vodafone-25ED,
9906,588,574,Vodafone-25ED,
9907,595,490,Vodafone-25ED,
9908,588,377,Vodafone-25ED,
9909,592,255,Vodafone-25ED,
9910,611,147,Vodafone-25ED,168.0
9911,602,59,Vodafone-25ED,
9912,599,7,Vodafone-25ED,
9913,716,13,Vodafone-25ED,
9914,713,79,Vodafone-25ED,165.0
9915,708,163,Vodafone-25ED,
9916,710,257,Vodafone-25ED,
9917,702,375,Vodafone-25ED,
9918,698,480,Vodafone-25ED,
9919,694,574,Vodafone-25ED,
9920,695,675,Vodafone-25ED,
9921,692,779,Vodafone-25ED,168.0
9922,685,885,Vodafone-25ED,
9923,676,961,Vodafone-25ED,
9924,811,958,Vodafone-25ED,
9925,808,877,Vodafone-25ED,
9926,810,793,Vodafone-25ED,
9927,812,670,Vodafone-25ED,
9928,808,561,Vodafone-25ED,
9929,965,558,Vodafone-25ED,
9930,1089,567,Vodafone-25ED,
9931,809,465,Vodafone-25ED,
9932,808,349,Vodafone-25ED,
9933,820,255,Vodafone-25ED,
9934,827,144,Vodafone-25ED,168.0
9935,826,74,Vodafone-25ED,
9936,824,13,Vodafone-25ED,168.0
9937,964,18,Vodafone-25ED,
9938,971,85,Vodafone-25ED,
9939,966,151,Vodafone-25ED,
9940,969,251,Vodafone-25ED,
9941,970,360,Vodafone-25ED,
9942,973,459,Vodafone-25ED,
9943,1094,21,Vodafone-25ED,
9944,1094,92,Vodafone-25ED,
9945,1095,158,Vodafone-25ED,
9946,1090,256,Vodafone-25ED,
9947,1088,357,Vodafone-25ED,
9948,1084,448,Vodafone-25ED,
9949,1218,451,Vodafone-25ED,
9950,1334,449,Vodafone-25ED,
9951,1459,444,Vodafone-25ED,
9952,1566,445,Vodafone-25ED,
9953,1677,444,Vodafone-25ED,
9954,1771,439,Vodafone-25ED,
9955,1765,525,Vodafone-25ED,
9956,1672,518,Vodafone-25ED,
9957,1568,537,Vodafone-25ED,
9958,1448,537,Vodafone-25ED,
9959,1325,533,Vodafone-25ED,
9960,1212,529,Vodafone-25ED,
9961,1148,611,Vodafone-25ED,
9962,1213,609,Vodafone-25ED,
9963,1329,616,Vodafone-25ED,
9964,1444,612,Vodafone-25ED,
9965,1570,614,Vodafone-25ED,
9966,1145,676,Vodafone-25ED,
9967,1209,678,Vodafone-25ED,
9968,1324,694,Vodafone-25ED,
9969,1440,685,Vodafone-25ED,
9970,1574,690,Vodafone-25ED,
9971,1668,609,Vodafone-25ED,
9972,1759,607,Vodafone-25ED,
9973,1657,697,Vodafone-25ED,
9974,1755,689,Vodafone-25ED,
9975,1149,785,Vodafone-25ED,
9976,1214,778,Vodafone-25ED,
9977,1330,783,Vodafone-25ED,
9978,1443,769,Vodafone-25ED,
9979,1582,797,Vodafone-25ED,
9980,1670,804,Vodafone-25ED,
9981,1766,803,Vodafone-25ED,
9982,1146,872,Vodafone-25ED,
9983,1147,953,Vodafone-25ED,
9984,1210,873,Vodafone-25ED,
9985,1330,874,Vodafone-25ED,
9986,1435,875,Vodafone-25ED,
9987,1579,888,Vodafone-25ED,
9988,1671,891,Vodafone-25ED,
9989,1767,893,Vodafone-25ED,
9990,1770,962,Vodafone-25ED,
9991,1677,961,Vodafone-25ED,
9992,1579,966,Vodafone-25ED,
9993,1434,957,Vodafone-25ED,
9994,1334,961,Vodafone-25ED,
9995,1222,956,Vodafone-25ED,
9996,1456,353,Vodafone-25ED,
9997,1334,355,Vodafone-25ED,
9998,1222,356,Vodafone-25ED,
9999,1141,360,Vodafone-25ED,
10000,1454,260,Vodafone-25ED,
10001,1329,249,Vodafone-25ED,
10002,1218,251,Vodafone-25ED,
10003,1669,154,Vodafone-25ED,
10004,1773,148,Vodafone-25ED,
10005,1145,253,Vodafone-25ED,
10006,1144,155,Vodafone-25ED,
10007,1142,58,Vodafone-25ED,
10008,1220,162,Vodafone-25ED,
10009,1577,352,Vodafone-25ED,
10010,1676,304,Vodafone-25ED,
10011,1774,307,Vodafone-25ED,
10012,1771,248,Vodafone-25ED,
10013,1670,243,Vodafone-25ED,
10014,1575,235,Vodafone-25ED,
10015,1331,165,Vodafone-25ED,
10016,1214,55,Vodafone-25ED,
10017,1334,56,Vodafone-25ED,
10018,1450,160,Vodafone-25ED,
10019,1564,147,Vodafone-25ED,
10020,1448,55,Vodafone-25ED,
10021,1560,59,Vodafone-25ED,
10022,1658,57,Vodafone-25ED,
10023,1762,56,Vodafone-25ED,
10024,48,19,Vodafone-7726,
10025,41,82,Vodafone-7726,
10026,41,141,Vodafone-7726,
10027,40,205,Vodafone-7726,174.0
10028,40,303,Vodafone-7726,
10029,37,407,Vodafone-7726,
10030,33,508,Vodafone-7726,
10031,38,629,Vodafone-7726,
10032,38,728,Vodafone-7726,
10033,40,866,Vodafone-7726,
10034,33,959,Vodafone-7726,
10035,137,958,Vodafone-7726,175.0
10036,135,857,Vodafone-7726,
10037,135,729,Vodafone-7726,
10038,139,639,Vodafone-7726,
10039,144,531,Vodafone-7726,179.0
10040,143,594,Vodafone-7726,
10041,32,582,Vodafone-7726,
10042,141,415,Vodafone-7726,
10043,146,326,Vodafone-7726,
10044,148,178,Vodafone-7726,
10045,139,239,Vodafone-7726,176.0
10046,146,89,Vodafone-7726,
10047,147,24,Vodafone-7726,
10048,282,16,Vodafone-7726,
10049,277,85,Vodafone-7726,178.0
10050,273,159,Vodafone-7726,
10051,274,244,Vodafone-7726,
10052,274,351,Vodafone-7726,
10053,272,458,Vodafone-7726,
10054,269,588,Vodafone-7726,
10055,263,710,Vodafone-7726,
10056,255,828,Vodafone-7726,
10057,242,909,Vodafone-7726,
10058,231,965,Vodafone-7726,
10059,357,957,Vodafone-7726,
10060,360,903,Vodafone-7726,
10061,360,819,Vodafone-7726,179.0
10062,369,704,Vodafone-7726,
10063,367,605,Vodafone-7726,181.0
10064,370,502,Vodafone-7726,
10065,389,394,Vodafone-7726,171.0
10066,394,249,Vodafone-7726,
10067,391,153,Vodafone-7726,
10068,389,71,Vodafone-7726,
10069,391,12,Vodafone-7726,
10070,514,13,Vodafone-7726,170.0
10071,502,67,Vodafone-7726,
10072,507,150,Vodafone-7726,
10073,504,251,Vodafone-7726,
10074,504,377,Vodafone-7726,
10075,499,496,Vodafone-7726,178.0
10076,490,601,Vodafone-7726,171.0
10077,486,704,Vodafone-7726,
10078,477,821,Vodafone-7726,
10079,476,893,Vodafone-7726,
10080,475,962,Vodafone-7726,
10081,589,961,Vodafone-7726,
10082,589,880,Vodafone-7726,
10083,589,788,Vodafone-7726,171.0
10084,588,687,Vodafone-7726,
10085,588,574,Vodafone-7726,173.0
10086,595,490,Vodafone-7726,
10087,588,377,Vodafone-7726,
10088,592,255,Vodafone-7726,179.0
10089,611,147,Vodafone-7726,
10090,602,59,Vodafone-7726,170.0
10091,599,7,Vodafone-7726,
10092,716,13,Vodafone-7726,170.0
10093,713,79,Vodafone-7726,
10094,708,163,Vodafone-7726,169.0
10095,710,257,Vodafone-7726,
10096,702,375,Vodafone-7726,
10097,698,480,Vodafone-7726,
10098,694,574,Vodafone-7726,
10099,695,675,Vodafone-7726,
10100,692,779,Vodafone-7726,
10101,685,885,Vodafone-7726,
10102,676,961,Vodafone-7726,168.0
10103,811,958,Vodafone-7726,
10104,808,877,Vodafone-7726,
10105,810,793,Vodafone-7726,
10106,812,670,Vodafone-7726,
10107,808,561,Vodafone-7726,
10108,965,558,Vodafone-7726,
10109,1089,567,Vodafone-7726,
10110,809,465,Vodafone-7726,
10111,808,349,Vodafone-7726,
10112,820,255,Vodafone-7726,
10113,827,144,Vodafone-7726,
10114,826,74,Vodafone-7726,
10115,824,13,Vodafone-7726,
10116,964,18,Vodafone-7726,169.0
10117,971,85,Vodafone-7726,173.0
10118,966,151,Vodafone-7726,
10119,969,251,Vodafone-7726,
10120,970,360,Vodafone-7726,
10121,973,459,Vodafone-7726,
10122,1094,21,Vodafone-7726,166.0
10123,1094,92,Vodafone-7726,177.0
10124,1095,158,Vodafone-7726,
10125,1090,256,Vodafone-7726,
10126,1088,357,Vodafone-7726,
10127,1084,448,Vodafone-7726,
10128,1218,451,Vodafone-7726,
10129,1334,449,Vodafone-7726,
10130,1459,444,Vodafone-7726,
10131,1566,445,Vodafone-7726,
10132,1677,444,Vodafone-7726,
10133,1771,439,Vodafone-7726,
10134,1765,525,Vodafone-7726,
10135,1672,518,Vodafone-7726,
10136,1568,537,Vodafone-7726,
10137,1448,537,Vodafone-7726,
10138,1325,533,Vodafone-7726,
10139,1212,529,Vodafone-7726,
10140,1148,611,Vodafone-7726,
10141,1213,609,Vodafone-7726,
10142,1329,616,Vodafone-7726,
10143,1444,612,Vodafone-7726,
10144,1570,614,Vodafone-7726,
10145,1145,676,Vodafone-7726,
10146,1209,678,Vodafone-7726,
10147,1324,694,Vodafone-7726,
10148,1440,685,Vodafone-7726,
10149,1574,690,Vodafone-7726,
10150,1668,609,Vodafone-7726,
10151,1759,607,Vodafone-7726,
10152,1657,697,Vodafone-7726,
10153,1755,689,Vodafone-7726,
10154,1149,785,Vodafone-7726,
10155,1214,778,Vodafone-7726,
10156,1330,783,Vodafone-7726,
10157,1443,769,Vodafone-7726,
10158,1582,797,Vodafone-7726,
10159,1670,804,Vodafone-7726,
10160,1766,803,Vodafone-7726,
10161,1146,872,Vodafone-7726,
10162,1147,953,Vodafone-7726,
10163,1210,873,Vodafone-7726,
10164,1330,874,Vodafone-7726,
10165,1435,875,Vodafone-7726,
10166,1579,888,Vodafone-7726,
10167,1671,891,Vodafone-7726,
10168,1767,893,Vodafone-7726,
10169,1770,962,Vodafone-7726,
10170,1677,961,Vodafone-7726,
10171,1579,966,Vodafone-7726,
10172,1434,957,Vodafone-7726,
10173,1334,961,Vodafone-7726,
10174,1222,956,Vodafone-7726,
10175,1456,353,Vodafone-7726,
10176,1334,355,Vodafone-7726,
10177,1222,356,Vodafone-7726,
10178,1141,360,Vodafone-7726,
10179,1454,260,Vodafone-7726,
10180,1329,249,Vodafone-7726,
10181,1218,251,Vodafone-7726,
10182,1669,154,Vodafone-7726,
10183,1773,148,Vodafone-7726,
10184,1145,253,Vodafone-7726,
10185,1144,155,Vodafone-7726,
10186,1142,58,Vodafone-7726,
10187,1220,162,Vodafone-7726,
10188,1577,352,Vodafone-7726,
10189,1676,304,Vodafone-7726,
10190,1774,307,Vodafone-7726,
10191,1771,248,Vodafone-7726,
10192,1670,243,Vodafone-7726,
10193,1575,235,Vodafone-7726,
10194,1331,165,Vodafone-7726,
10195,1214,55,Vodafone-7726,
10196,1334,56,Vodafone-7726,
10197,1450,160,Vodafone-7726,
10198,1564,147,Vodafone-7726,
10199,1448,55,Vodafone-7726,
10200,1560,59,Vodafone-7726,
10201,1658,57,Vodafone-7726,
10202,1762,56,Vodafone-7726,
10203,48,19,Vodafone-8142,167.0
10204,41,82,Vodafone-8142,
10205,41,141,Vodafone-8142,
10206,40,205,Vodafone-8142,
10207,40,303,Vodafone-8142,
10208,37,407,Vodafone-8142,
10209,33,508,Vodafone-8142,169.0
10210,38,629,Vodafone-8142,
10211,38,728,Vodafone-8142,
10212,40,866,Vodafone-8142,
10213,33,959,Vodafone-8142,
10214,137,958,Vodafone-8142,
10215,135,857,Vodafone-8142,
10216,135,729,Vodafone-8142,
10217,139,639,Vodafone-8142,
10218,144,531,Vodafone-8142,
10219,143,594,Vodafone-8142,
10220,32,582,Vodafone-8142,
10221,141,415,Vodafone-8142,
10222,146,326,Vodafone-8142,
10223,148,178,Vodafone-8142,
10224,139,239,Vodafone-8142,
10225,146,89,Vodafone-8142,
10226,147,24,Vodafone-8142,176.0
10227,282,16,Vodafone-8142,166.0
10228,277,85,Vodafone-8142,170.0
10229,273,159,Vodafone-8142,
10230,274,244,Vodafone-8142,
10231,274,351,Vodafone-8142,
10232,272,458,Vodafone-8142,
10233,269,588,Vodafone-8142,
10234,263,710,Vodafone-8142,
10235,255,828,Vodafone-8142,
10236,242,909,Vodafone-8142,
10237,231,965,Vodafone-8142,
10238,357,957,Vodafone-8142,
10239,360,903,Vodafone-8142,167.0
10240,360,819,Vodafone-8142,
10241,369,704,Vodafone-8142,
10242,367,605,Vodafone-8142,
10243,370,502,Vodafone-8142,
10244,389,394,Vodafone-8142,
10245,394,249,Vodafone-8142,
10246,391,153,Vodafone-8142,173.0
10247,389,71,Vodafone-8142,
10248,391,12,Vodafone-8142,177.0
10249,514,13,Vodafone-8142,170.0
10250,502,67,Vodafone-8142,171.0
10251,507,150,Vodafone-8142,175.0
10252,504,251,Vodafone-8142,167.0
10253,504,377,Vodafone-8142,171.0
10254,499,496,Vodafone-8142,170.0
10255,490,601,Vodafone-8142,168.0
10256,486,704,Vodafone-8142,
10257,477,821,Vodafone-8142,
10258,476,893,Vodafone-8142,
10259,475,962,Vodafone-8142,
10260,589,961,Vodafone-8142,
10261,589,880,Vodafone-8142,
10262,589,788,Vodafone-8142,
10263,588,687,Vodafone-8142,
10264,588,574,Vodafone-8142,
10265,595,490,Vodafone-8142,
10266,588,377,Vodafone-8142,
10267,592,255,Vodafone-8142,177.0
10268,611,147,Vodafone-8142,
10269,602,59,Vodafone-8142,171.0
10270,599,7,Vodafone-8142,
10271,716,13,Vodafone-8142,
10272,713,79,Vodafone-8142,
10273,708,163,Vodafone-8142,168.0
10274,710,257,Vodafone-8142,
10275,702,375,Vodafone-8142,
10276,698,480,Vodafone-8142,
10277,694,574,Vodafone-8142,
10278,695,675,Vodafone-8142,173.0
10279,692,779,Vodafone-8142,
10280,685,885,Vodafone-8142,
10281,676,961,Vodafone-8142,
10282,811,958,Vodafone-8142,
10283,808,877,Vodafone-8142,
10284,810,793,Vodafone-8142,
10285,812,670,Vodafone-8142,169.0
10286,808,561,Vodafone-8142,
10287,965,558,Vodafone-8142,
10288,1089,567,Vodafone-8142,
10289,809,465,Vodafone-8142,
10290,808,349,Vodafone-8142,
10291,820,255,Vodafone-8142,
