,x,y,variable,value
8734,1579,888,UPC9471254,
8735,1671,891,UPC9471254,
8736,1767,893,UPC9471254,
8737,1770,962,UPC9471254,
8738,1677,961,UPC9471254,
8739,1579,966,UPC9471254,
8740,1434,957,UPC9471254,
8741,1334,961,UPC9471254,
8742,1222,956,UPC9471254,
8743,1456,353,UPC9471254,
8744,1334,355,UPC9471254,
8745,1222,356,UPC9471254,
8746,1141,360,UPC9471254,
8747,1454,260,UPC9471254,
8748,1329,249,UPC9471254,
8749,1218,251,UPC9471254,
8750,1669,154,UPC9471254,
8751,1773,148,UPC9471254,
8752,1145,253,UPC9471254,
8753,1144,155,UPC9471254,
8754,1142,58,UPC9471254,
8755,1220,162,UPC9471254,
8756,1577,352,UPC9471254,
8757,1676,304,UPC9471254,
8758,1774,307,UPC9471254,
8759,1771,248,UPC9471254,
8760,1670,243,UPC9471254,
8761,1575,235,UPC9471254,
8762,1331,165,UPC9471254,
8763,1214,55,UPC9471254,
8764,1334,56,UPC9471254,
8765,1450,160,UPC9471254,
8766,1564,147,UPC9471254,
8767,1448,55,UPC9471254,
8768,1560,59,UPC9471254,
8769,1658,57,UPC9471254,
8770,1762,56,UPC9471254,
8771,48,19,UPC9519730,
8772,41,82,UPC9519730,
8773,41,141,UPC9519730,
8774,40,205,UPC9519730,
8775,40,303,UPC9519730,
8776,37,407,UPC9519730,
8777,33,508,UPC9519730,
8778,38,629,UPC9519730,
8779,38,728,UPC9519730,
8780,40,866,UPC9519730,
8781,33,959,UPC9519730,
8782,137,958,UPC9519730,
8783,135,857,UPC9519730,
8784,135,729,UPC9519730,
8785,139,639,UPC9519730,
8786,144,531,UPC9519730,
8787,143,594,UPC9519730,
8788,32,582,UPC9519730,177.0
8789,141,415,UPC9519730,
8790,146,326,UPC9519730,
8791,148,178,UPC9519730,
8792,139,239,UPC9519730,
8793,146,89,UPC9519730,
8794,147,24,UPC9519730,
8795,282,16,UPC9519730,
8796,277,85,UPC9519730,
8797,273,159,UPC9519730,
8798,274,244,UPC9519730,
8799,274,351,UPC9519730,
8800,272,458,UPC9519730,
8801,269,588,UPC9519730,
8802,263,710,UPC9519730,
8803,255,828,UPC9519730,
8804,242,909,UPC9519730,
8805,231,965,UPC9519730,
8806,357,957,UPC9519730,
8807,360,903,UPC9519730,
8808,360,819,UPC9519730,
8809,369,704,UPC9519730,
8810,367,605,UPC9519730,
8811,370,502,UPC9519730,
8812,389,394,UPC9519730,
8813,394,249,UPC9519730,
8814,391,153,UPC9519730,
8815,389,71,UPC9519730,
8816,391,12,UPC9519730,
8817,514,13,UPC9519730,
8818,502,67,UPC9519730,
8819,507,150,UPC9519730,
8820,504,251,UPC9519730,
8821,504,377,UPC9519730,
8822,499,496,UPC9519730,
8823,490,601,UPC9519730,
8824,486,704,UPC9519730,
8825,477,821,UPC9519730,
8826,476,893,UPC9519730,
8827,475,962,UPC9519730,
8828,589,961,UPC9519730,
8829,589,880,UPC9519730,
8830,589,788,UPC9519730,
8831,588,687,UPC9519730,
8832,588,574,UPC9519730,
8833,595,490,UPC9519730,
8834,588,377,UPC9519730,
8835,592,255,UPC9519730,
8836,611,147,UPC9519730,
8837,602,59,UPC9519730,
8838,599,7,UPC9519730,
8839,716,13,UPC9519730,
8840,713,79,UPC9519730,
8841,708,163,UPC9519730,
8842,710,257,UPC9519730,
8843,702,375,UPC9519730,
8844,698,480,UPC9519730,
8845,694,574,UPC9519730,
8846,695,675,UPC9519730,
8847,692,779,UPC9519730,
8848,685,885,UPC9519730,
8849,676,961,UPC9519730,
8850,811,958,UPC9519730,
8851,808,877,UPC9519730,
8852,810,793,UPC9519730,
8853,812,670,UPC9519730,
8854,808,561,UPC9519730,
8855,965,558,UPC9519730,
8856,1089,567,UPC9519730,
8857,809,465,UPC9519730,
8858,808,349,UPC9519730,
8859,820,255,UPC9519730,
8860,827,144,UPC9519730,
8861,826,74,UPC9519730,
8862,824,13,UPC9519730,
8863,964,18,UPC9519730,
8864,971,85,UPC9519730,
8865,966,151,UPC9519730,
8866,969,251,UPC9519730,
8867,970,360,UPC9519730,
8868,973,459,UPC9519730,
8869,1094,21,UPC9519730,
8870,1094,92,UPC9519730,
8871,1095,158,UPC9519730,
8872,1090,256,UPC9519730,
8873,1088,357,UPC9519730,
8874,1084,448,UPC9519730,
8875,1218,451,UPC9519730,
8876,1334,449,UPC9519730,
8877,1459,444,UPC9519730,
8878,1566,445,UPC9519730,
8879,1677,444,UPC9519730,
8880,1771,439,UPC9519730,
8881,1765,525,UPC9519730,
8882,1672,518,UPC9519730,
8883,1568,537,UPC9519730,
8884,1448,537,UPC9519730,
8885,1325,533,UPC9519730,
8886,1212,529,UPC9519730,
8887,1148,611,UPC9519730,
8888,1213,609,UPC9519730,
8889,1329,616,UPC9519730,
8890,1444,612,UPC9519730,
8891,1570,614,UPC9519730,
8892,1145,676,UPC9519730,
8893,1209,678,UPC9519730,
8894,1324,694,UPC9519730,
8895,1440,685,UPC9519730,
8896,1574,690,UPC9519730,
8897,1668,609,UPC9519730,
8898,1759,607,UPC9519730,
8899,1657,697,UPC9519730,
8900,1755,689,UPC9519730,
8901,1149,785,UPC9519730,
8902,1214,778,UPC9519730,
8903,1330,783,UPC9519730,
8904,1443,769,UPC9519730,
8905,1582,797,UPC9519730,
8906,1670,804,UPC9519730,
8907,1766,803,UPC9519730,
8908,1146,872,UPC9519730,
8909,1147,953,UPC9519730,
8910,1210,873,UPC9519730,
8911,1330,874,UPC9519730,
8912,1435,875,UPC9519730,
8913,1579,888,UPC9519730,
8914,1671,891,UPC9519730,
8915,1767,893,UPC9519730,
8916,1770,962,UPC9519730,
8917,1677,961,UPC9519730,
8918,1579,966,UPC9519730,
8919,1434,957,UPC9519730,
8920,1334,961,UPC9519730,
8921,1222,956,UPC9519730,
8922,1456,353,UPC9519730,
8923,1334,355,UPC9519730,
8924,1222,356,UPC9519730,
8925,1141,360,UPC9519730,
8926,1454,260,UPC9519730,
8927,1329,249,UPC9519730,
8928,1218,251,UPC9519730,
8929,1669,154,UPC9519730,
8930,1773,148,UPC9519730,
8931,1145,253,UPC9519730,
8932,1144,155,UPC9519730,
8933,1142,58,UPC9519730,
8934,1220,162,UPC9519730,
8935,1577,352,UPC9519730,
8936,1676,304,UPC9519730,
8937,1774,307,UPC9519730,
8938,1771,248,UPC9519730,
8939,1670,243,UPC9519730,
8940,1575,235,UPC9519730,
8941,1331,165,UPC9519730,
8942,1214,55,UPC9519730,
8943,1334,56,UPC9519730,
8944,1450,160,UPC9519730,
8945,1564,147,UPC9519730,
8946,1448,55,UPC9519730,
8947,1560,59,UPC9519730,
8948,1658,57,UPC9519730,
8949,1762,56,UPC9519730,
8950,48,19,UPC99A3E9F,
8951,41,82,UPC99A3E9F,
8952,41,141,UPC99A3E9F,
8953,40,205,UPC99A3E9F,
8954,40,303,UPC99A3E9F,
8955,37,407,UPC99A3E9F,
8956,33,508,UPC99A3E9F,
8957,38,629,UPC99A3E9F,
8958,38,728,UPC99A3E9F,
8959,40,866,UPC99A3E9F,
8960,33,959,UPC99A3E9F,
8961,137,958,UPC99A3E9F,
8962,135,857,UPC99A3E9F,167.0
8963,135,729,UPC99A3E9F,
8964,139,639,UPC99A3E9F,
8965,144,531,UPC99A3E9F,
8966,143,594,UPC99A3E9F,
8967,32,582,UPC99A3E9F,
8968,141,415,UPC99A3E9F,
8969,146,326,UPC99A3E9F,
8970,148,178,UPC99A3E9F,
8971,139,239,UPC99A3E9F,
8972,146,89,UPC99A3E9F,
8973,147,24,UPC99A3E9F,
8974,282,16,UPC99A3E9F,
8975,277,85,UPC99A3E9F,
8976,273,159,UPC99A3E9F,
8977,274,244,UPC99A3E9F,
8978,274,351,UPC99A3E9F,
8979,272,458,UPC99A3E9F,
8980,269,588,UPC99A3E9F,
8981,263,710,UPC99A3E9F,
8982,255,828,UPC99A3E9F,
8983,242,909,UPC99A3E9F,
8984,231,965,UPC99A3E9F,
8985,357,957,UPC99A3E9F,
8986,360,903,UPC99A3E9F,
8987,360,819,UPC99A3E9F,
8988,369,704,UPC99A3E9F,
8989,367,605,UPC99A3E9F,
8990,370,502,UPC99A3E9F,
8991,389,394,UPC99A3E9F,
8992,394,249,UPC99A3E9F,
8993,391,153,UPC99A3E9F,
8994,389,71,UPC99A3E9F,
8995,391,12,UPC99A3E9F,
8996,514,13,UPC99A3E9F,
8997,502,67,UPC99A3E9F,
8998,507,150,UPC99A3E9F,
8999,504,251,UPC99A3E9F,
9000,504,377,UPC99A3E9F,
9001,499,496,UPC99A3E9F,
9002,490,601,UPC99A3E9F,
9003,486,704,UPC99A3E9F,
9004,477,821,UPC99A3E9F,
9005,476,893,UPC99A3E9F,
9006,475,962,UPC99A3E9F,
9007,589,961,UPC99A3E9F,
9008,589,880,UPC99A3E9F,
9009,589,788,UPC99A3E9F,
9010,588,687,UPC99A3E9F,
9011,588,574,UPC99A3E9F,
9012,595,490,UPC99A3E9F,
9013,588,377,UPC99A3E9F,
9014,592,255,UPC99A3E9F,
9015,611,147,UPC99A3E9F,
9016,602,59,UPC99A3E9F,
9017,599,7,UPC99A3E9F,
9018,716,13,UPC99A3E9F,
9019,713,79,UPC99A3E9F,
9020,708,163,UPC99A3E9F,
9021,710,257,UPC99A3E9F,
9022,702,375,UPC99A3E9F,
9023,698,480,UPC99A3E9F,
9024,694,574,UPC99A3E9F,
9025,695,675,UPC99A3E9F,
9026,692,779,UPC99A3E9F,
9027,685,885,UPC99A3E9F,
9028,676,961,UPC99A3E9F,
9029,811,958,UPC99A3E9F,
9030,808,877,UPC99A3E9F,
9031,810,793,UPC99A3E9F,
9032,812,670,UPC99A3E9F,
9033,808,561,UPC99A3E9F,
9034,965,558,UPC99A3E9F,
9035,1089,567,UPC99A3E9F,
9036,809,465,UPC99A3E9F,
9037,808,349,UPC99A3E9F,
9038,820,255,UPC99A3E9F,
9039,827,144,UPC99A3E9F,
9040,826,74,UPC99A3E9F,
9041,824,13,UPC99A3E9F,
9042,964,18,UPC99A3E9F,
9043,971,85,UPC99A3E9F,
9044,966,151,UPC99A3E9F,
9045,969,251,UPC99A3E9F,
9046,970,360,UPC99A3E9F,
9047,973,459,UPC99A3E9F,
9048,1094,21,UPC99A3E9F,
9049,1094,92,UPC99A3E9F,
9050,1095,158,UPC99A3E9F,
9051,1090,256,UPC99A3E9F,
9052,1088,357,UPC99A3E9F,
9053,1084,448,UPC99A3E9F,
9054,1218,451,UPC99A3E9F,
9055,1334,449,UPC99A3E9F,
9056,1459,444,UPC99A3E9F,
9057,1566,445,UPC99A3E9F,
9058,1677,444,UPC99A3E9F,
9059,1771,439,UPC99A3E9F,
9060,1765,525,UPC99A3E9F,
9061,1672,518,UPC99A3E9F,
9062,1568,537,UPC99A3E9F,
9063,1448,537,UPC99A3E9F,
9064,1325,533,UPC99A3E9F,
9065,1212,529,UPC99A3E9F,
9066,1148,611,UPC99A3E9F,
9067,1213,609,UPC99A3E9F,
9068,1329,616,UPC99A3E9F,
9069,1444,612,UPC99A3E9F,
9070,1570,614,UPC99A3E9F,
9071,1145,676,UPC99A3E9F,
9072,1209,678,UPC99A3E9F,
9073,1324,694,UPC99A3E9F,
9074,1440,685,UPC99A3E9F,
9075,1574,690,UPC99A3E9F,
9076,1668,609,UPC99A3E9F,
9077,1759,607,UPC99A3E9F,
9078,1657,697,UPC99A3E9F,
9079,1755,689,UPC99A3E9F,
9080,1149,785,UPC99A3E9F,
9081,1214,778,UPC99A3E9F,
9082,1330,783,UPC99A3E9F,
9083,1443,769,UPC99A3E9F,
9084,1582,797,UPC99A3E9F,
9085,1670,804,UPC99A3E9F,
9086,1766,803,UPC99A3E9F,
9087,1146,872,UPC99A3E9F,
9088,1147,953,UPC99A3E9F,
9089,1210,873,UPC99A3E9F,
9090,1330,874,UPC99A3E9F,
9091,1435,875,UPC99A3E9F,
9092,1579,888,UPC99A3E9F,
9093,1671,891,UPC99A3E9F,
9094,1767,893,UPC99A3E9F,
9095,1770,962,UPC99A3E9F,
9096,1677,961,UPC99A3E9F,
9097,1579,966,UPC99A3E9F,
9098,1434,957,UPC99A3E9F,
9099,1334,961,UPC99A3E9F,
9100,1222,956,UPC99A3E9F,
9101,1456,353,UPC99A3E9F,
9102,1334,355,UPC99A3E9F,
9103,1222,356,UPC99A3E9F,
9104,1141,360,UPC99A3E9F,
9105,1454,260,UPC99A3E9F,
9106,1329,249,UPC99A3E9F,
9107,1218,251,UPC99A3E9F,
9108,1669,154,UPC99A3E9F,
9109,1773,148,UPC99A3E9F,
9110,1145,253,UPC99A3E9F,
9111,1144,155,UPC99A3E9F,
9112,1142,58,UPC99A3E9F,
9113,1220,162,UPC99A3E9F,
9114,1577,352,UPC99A3E9F,
9115,1676,304,UPC99A3E9F,
9116,1774,307,UPC99A3E9F,
9117,1771,248,UPC99A3E9F,
9118,1670,243,UPC99A3E9F,
9119,1575,235,UPC99A3E9F,
9120,1331,165,UPC99A3E9F,
9121,1214,55,UPC99A3E9F,
9122,1334,56,UPC99A3E9F,
9123,1450,160,UPC99A3E9F,
9124,1564,147,UPC99A3E9F,
9125,1448,55,UPC99A3E9F,
9126,1560,59,UPC99A3E9F,
9127,1658,57,UPC99A3E9F,
9128,1762,56,UPC99A3E9F,
9129,48,19,UPCC4549BC,
9130,41,82,UPCC4549BC,
9131,41,141,UPCC4549BC,
9132,40,205,UPCC4549BC,
9133,40,303,UPCC4549BC,
9134,37,407,UPCC4549BC,
9135,33,508,UPCC4549BC,
9136,38,629,UPCC4549BC,
9137,38,728,UPCC4549BC,
9138,40,866,UPCC4549BC,
9139,33,959,UPCC4549BC,
9140,137,958,UPCC4549BC,
9141,135,857,UPCC4549BC,
9142,135,729,UPCC4549BC,
9143,139,639,UPCC4549BC,
9144,144,531,UPCC4549BC,
9145,143,594,UPCC4549BC,
9146,32,582,UPCC4549BC,
9147,141,415,UPCC4549BC,
9148,146,326,UPCC4549BC,
9149,148,178,UPCC4549BC,
9150,139,239,UPCC4549BC,
9151,146,89,UPCC4549BC,
9152,147,24,UPCC4549BC,
9153,282,16,UPCC4549BC,
9154,277,85,UPCC4549BC,
9155,273,159,UPCC4549BC,
9156,274,244,UPCC4549BC,
9157,274,351,UPCC4549BC,
9158,272,458,UPCC4549BC,
9159,269,588,UPCC4549BC,
9160,263,710,UPCC4549BC,
9161,255,828,UPCC4549BC,
9162,242,909,UPCC4549BC,
9163,231,965,UPCC4549BC,
9164,357,957,UPCC4549BC,
9165,360,903,UPCC4549BC,
9166,360,819,UPCC4549BC,
9167,369,704,UPCC4549BC,
9168,367,605,UPCC4549BC,
9169,370,502,UPCC4549BC,
9170,389,394,UPCC4549BC,
9171,394,249,UPCC4549BC,
9172,391,153,UPCC4549BC,
9173,389,71,UPCC4549BC,
9174,391,12,UPCC4549BC,
9175,514,13,UPCC4549BC,
9176,502,67,UPCC4549BC,
9177,507,150,UPCC4549BC,
9178,504,251,UPCC4549BC,
9179,504,377,UPCC4549BC,
9180,499,496,UPCC4549BC,
9181,490,601,UPCC4549BC,
9182,486,704,UPCC4549BC,
9183,477,821,UPCC4549BC,
9184,476,893,UPCC4549BC,
9185,475,962,UPCC4549BC,
9186,589,961,UPCC4549BC,
9187,589,880,UPCC4549BC,
9188,589,788,UPCC4549BC,
9189,588,687,UPCC4549BC,
9190,588,574,UPCC4549BC,
9191,595,490,UPCC4549BC,
9192,588,377,UPCC4549BC,
9193,592,255,UPCC4549BC,
9194,611,147,UPCC4549BC,
9195,602,59,UPCC4549BC,
9196,599,7,UPCC4549BC,
9197,716,13,UPCC4549BC,
9198,713,79,UPCC4549BC,
9199,708,163,UPCC4549BC,
9200,710,257,UPCC4549BC,
9201,702,375,UPCC4549BC,
9202,698,480,UPCC4549BC,
9203,694,574,UPCC4549BC,
9204,695,675,UPCC4549BC,
9205,692,779,UPCC4549BC,
9206,685,885,UPCC4549BC,
9207,676,961,UPCC4549BC,
9208,811,958,UPCC4549BC,
9209,808,877,UPCC4549BC,
9210,810,793,UPCC4549BC,
9211,812,670,UPCC4549BC,
9212,808,561,UPCC4549BC,
9213,965,558,UPCC4549BC,
9214,1089,567,UPCC4549BC,
9215,809,465,UPCC4549BC,
9216,808,349,UPCC4549BC,
9217,820,255,UPCC4549BC,
9218,827,144,UPCC4549BC,
9219,826,74,UPCC4549BC,
9220,824,13,UPCC4549BC,
9221,964,18,UPCC4549BC,
9222,971,85,UPCC4549BC,
9223,966,151,UPCC4549BC,
9224,969,251,UPCC4549BC,
9225,970,360,UPCC4549BC,
9226,973,459,UPCC4549BC,
9227,1094,21,UPCC4549BC,
9228,1094,92,UPCC4549BC,
9229,1095,158,UPCC4549BC,
9230,1090,256,UPCC4549BC,
9231,1088,357,UPCC4549BC,
9232,1084,448,UPCC4549BC,
9233,1218,451,UPCC4549BC,
9234,1334,449,UPCC4549BC,
9235,1459,444,UPCC4549BC,
9236,1566,445,UPCC4549BC,
9237,1677,444,UPCC4549BC,
9238,1771,439,UPCC4549BC,
9239,1765,525,UPCC4549BC,
9240,1672,518,UPCC4549BC,
9241,1568,537,UPCC4549BC,
9242,1448,537,UPCC4549BC,
9243,1325,533,UPCC4549BC,
9244,1212,529,UPCC4549BC,
9245,1148,611,UPCC4549BC,
9246,1213,609,UPCC4549BC,
9247,1329,616,UPCC4549BC,
9248,1444,612,UPCC4549BC,
9249,1570,614,UPCC4549BC,
9250,1145,676,UPCC4549BC,
9251,1209,678,UPCC4549BC,
9252,1324,694,UPCC4549BC,
9253,1440,685,UPCC4549BC,164.0
9254,1574,690,UPCC4549BC,
9255,1668,609,UPCC4549BC,
9256,1759,607,UPCC4549BC,
9257,1657,697,UPCC4549BC,
9258,1755,689,UPCC4549BC,
9259,1149,785,UPCC4549BC,
9260,1214,778,UPCC4549BC,
9261,1330,783,UPCC4549BC,
9262,1443,769,UPCC4549BC,
9263,1582,797,UPCC4549BC,
9264,1670,804,UPCC4549BC,
9265,1766,803,UPCC4549BC,
9266,1146,872,UPCC4549BC,
9267,1147,953,UPCC4549BC,
9268,1210,873,UPCC4549BC,
9269,1330,874,UPCC4549BC,
9270,1435,875,UPCC4549BC,
9271,1579,888,UPCC4549BC,
9272,1671,891,UPCC4549BC,
9273,1767,893,UPCC4549BC,
9274,1770,962,UPCC4549BC,
9275,1677,961,UPCC4549BC,
9276,1579,966,UPCC4549BC,
9277,1434,957,UPCC4549BC,
9278,1334,961,UPCC4549BC,
9279,1222,956,UPCC4549BC,
9280,1456,353,UPCC4549BC,
9281,1334,355,UPCC4549BC,
9282,1222,356,UPCC4549BC,
9283,1141,360,UPCC4549BC,
9284,1454,260,UPCC4549BC,
9285,1329,249,UPCC4549BC,
9286,1218,251,UPCC4549BC,
9287,1669,154,UPCC4549BC,
9288,1773,148,UPCC4549BC,
9289,1145,253,UPCC4549BC,
9290,1144,155,UPCC4549BC,
9291,1142,58,UPCC4549BC,167.0
9292,1220,162,UPCC4549BC,
9293,1577,352,UPCC4549BC,
9294,1676,304,UPCC4549BC,
9295,1774,307,UPCC4549BC,
9296,1771,248,UPCC4549BC,
9297,1670,243,UPCC4549BC,
9298,1575,235,UPCC4549BC,
9299,1331,165,UPCC4549BC,
9300,1214,55,UPCC4549BC,
9301,1334,56,UPCC4549BC,
9302,1450,160,UPCC4549BC,
9303,1564,147,UPCC4549BC,
9304,1448,55,UPCC4549BC,
9305,1560,59,UPCC4549BC,
9306,1658,57,UPCC4549BC,
9307,1762,56,UPCC4549BC,
9308,48,19,UPCEAF15EF,
9309,41,82,UPCEAF15EF,
9310,41,141,UPCEAF15EF,
9311,40,205,UPCEAF15EF,
9312,40,303,UPCEAF15EF,
9313,37,407,UPCEAF15EF,
9314,33,508,UPCEAF15EF,
9315,38,629,UPCEAF15EF,
9316,38,728,UPCEAF15EF,
9317,40,866,UPCEAF15EF,
9318,33,959,UPCEAF15EF,
9319,137,958,UPCEAF15EF,
9320,135,857,UPCEAF15EF,
9321,135,729,UPCEAF15EF,
9322,139,639,UPCEAF15EF,
9323,144,531,UPCEAF15EF,
9324,143,594,UPCEAF15EF,
9325,32,582,UPCEAF15EF,
9326,141,415,UPCEAF15EF,
9327,146,326,UPCEAF15EF,
9328,148,178,UPCEAF15EF,
9329,139,239,UPCEAF15EF,
9330,146,89,UPCEAF15EF,
9331,147,24,UPCEAF15EF,
9332,282,16,UPCEAF15EF,
9333,277,85,UPCEAF15EF,
9334,273,159,UPCEAF15EF,
9335,274,244,UPCEAF15EF,
9336,274,351,UPCEAF15EF,
9337,272,458,UPCEAF15EF,
9338,269,588,UPCEAF15EF,
9339,263,710,UPCEAF15EF,
9340,255,828,UPCEAF15EF,
9341,242,909,UPCEAF15EF,
9342,231,965,UPCEAF15EF,
9343,357,957,UPCEAF15EF,
9344,360,903,UPCEAF15EF,
9345,360,819,UPCEAF15EF,
9346,369,704,UPCEAF15EF,
9347,367,605,UPCEAF15EF,
9348,370,502,UPCEAF15EF,
9349,389,394,UPCEAF15EF,
9350,394,249,UPCEAF15EF,
9351,391,153,UPCEAF15EF,
9352,389,71,UPCEAF15EF,
9353,391,12,UPCEAF15EF,
9354,514,13,UPCEAF15EF,
9355,502,67,UPCEAF15EF,
9356,507,150,UPCEAF15EF,
9357,504,251,UPCEAF15EF,
9358,504,377,UPCEAF15EF,
9359,499,496,UPCEAF15EF,
9360,490,601,UPCEAF15EF,
9361,486,704,UPCEAF15EF,
9362,477,821,UPCEAF15EF,
9363,476,893,UPCEAF15EF,
9364,475,962,UPCEAF15EF,
9365,589,961,UPCEAF15EF,
9366,589,880,UPCEAF15EF,
9367,589,788,UPCEAF15EF,
9368,588,687,UPCEAF15EF,
9369,588,574,UPCEAF15EF,
9370,595,490,UPCEAF15EF,
9371,588,377,UPCEAF15EF,
9372,592,255,UPCEAF15EF,
9373,611,147,UPCEAF15EF,
9374,602,59,UPCEAF15EF,
9375,599,7,UPCEAF15EF,
9376,716,13,UPCEAF15EF,
9377,713,79,UPCEAF15EF,
9378,708,163,UPCEAF15EF,
9379,710,257,UPCEAF15EF,
9380,702,375,UPCEAF15EF,
9381,698,480,UPCEAF15EF,
9382,694,574,UPCEAF15EF,
9383,695,675,UPCEAF15EF,
9384,692,779,UPCEAF15EF,
9385,685,885,UPCEAF15EF,
9386,676,961,UPCEAF15EF,
9387,811,958,UPCEAF15EF,
9388,808,877,UPCEAF15EF,
9389,810,793,UPCEAF15EF,
9390,812,670,UPCEAF15EF,
9391,808,561,UPCEAF15EF,
9392,965,558,UPCEAF15EF,
9393,1089,567,UPCEAF15EF,
9394,809,465,UPCEAF15EF,
9395,808,349,UPCEAF15EF,
9396,820,255,UPCEAF15EF,
9397,827,144,UPCEAF15EF,
9398,826,74,UPCEAF15EF,
9399,824,13,UPCEAF15EF,
9400,964,18,UPCEAF15EF,
9401,971,85,UPCEAF15EF,
9402,966,151,UPCEAF15EF,
9403,969,251,UPCEAF15EF,
9404,970,360,UPCEAF15EF,
9405,973,459,UPCEAF15EF,
9406,1094,21,UPCEAF15EF,
9407,1094,92,UPCEAF15EF,
9408,1095,158,UPCEAF15EF,
9409,1090,256,UPCEAF15EF,
9410,1088,357,UPCEAF15EF,
9411,1084,448,UPCEAF15EF,
9412,1218,451,UPCEAF15EF,
9413,1334,449,UPCEAF15EF,
9414,1459,444,UPCEAF15EF,
9415,1566,445,UPCEAF15EF,
9416,1677,444,UPCEAF15EF,
9417,1771,439,UPCEAF15EF,
9418,1765,525,UPCEAF15EF,
9419,1672,518,UPCEAF15EF,
9420,1568,537,UPCEAF15EF,
9421,1448,537,UPCEAF15EF,
9422,1325,533,UPCEAF15EF,
9423,1212,529,UPCEAF15EF,
9424,1148,611,UPCEAF15EF,
9425,1213,609,UPCEAF15EF,
9426,1329,616,UPCEAF15EF,
9427,1444,612,UPCEAF15EF,
9428,1570,614,UPCEAF15EF,
9429,1145,676,UPCEAF15EF,
9430,1209,678,UPCEAF15EF,
9431,1324,694,UPCEAF15EF,
9432,1440,685,UPCEAF15EF,
9433,1574,690,UPCEAF15EF,
9434,1668,609,UPCEAF15EF,
9435,1759,607,UPCEAF15EF,
9436,1657,697,UPCEAF15EF,
9437,1755,689,UPCEAF15EF,
9438,1149,785,UPCEAF15EF,
9439,1214,778,UPCEAF15EF,
9440,1330,783,UPCEAF15EF,
9441,1443,769,UPCEAF15EF,
9442,1582,797,UPCEAF15EF,
9443,1670,804,UPCEAF15EF,
9444,1766,803,UPCEAF15EF,
9445,1146,872,UPCEAF15EF,
9446,1147,953,UPCEAF15EF,
9447,1210,873,UPCEAF15EF,
9448,1330,874,UPCEAF15EF,
9449,1435,875,UPCEAF15EF,
9450,1579,888,UPCEAF15EF,
9451,1671,891,UPCEAF15EF,
9452,1767,893,UPCEAF15EF,
9453,1770,962,UPCEAF15EF,
9454,1677,961,UPCEAF15EF,
9455,1579,966,UPCEAF15EF,
9456,1434,957,UPCEAF15EF,
9457,1334,961,UPCEAF15EF,
9458,1222,956,UPCEAF15EF,
9459,1456,353,UPCEAF15EF,
9460,1334,355,UPCEAF15EF,
9461,1222,356,UPCEAF15EF,
9462,1141,360,UPCEAF15EF,
9463,1454,260,UPCEAF15EF,
9464,1329,249,UPCEAF15EF,
9465,1218,251,UPCEAF15EF,
9466,1669,154,UPCEAF15EF,
9467,1773,148,UPCEAF15EF,175.0
9468,1145,253,UPCEAF15EF,
9469,1144,155,UPCEAF15EF,
9470,1142,58,UPCEAF15EF,
9471,1220,162,UPCEAF15EF,
9472,1577,352,UPCEAF15EF,
9473,1676,304,UPCEAF15EF,
9474,1774,307,UPCEAF15EF,
9475,1771,248,UPCEAF15EF,
9476,1670,243,UPCEAF15EF,
9477,1575,235,UPCEAF15EF,
9478,1331,165,UPCEAF15EF,
9479,1214,55,UPCEAF15EF,
9480,1334,56,UPCEAF15EF,
9481,1450,160,UPCEAF15EF,
9482,1564,147,UPCEAF15EF,
9483,1448,55,UPCEAF15EF,
9484,1560,59,UPCEAF15EF,
9485,1658,57,UPCEAF15EF,
9486,1762,56,UPCEAF15EF,
9487,48,19,UPCFFE85FC,
9488,41,82,UPCFFE85FC,184.0
9489,41,141,UPCFFE85FC,
9490,40,205,UPCFFE85FC,
9491,40,303,UPCFFE85FC,
9492,37,407,UPCFFE85FC,
9493,33,508,UPCFFE85FC,
9494,38,629,UPCFFE85FC,168.0
9495,38,728,UPCFFE85FC,185.0
9496,40,866,UPCFFE85FC,175.0
9497,33,959,UPCFFE85FC,174.0
9498,137,958,UPCFFE85FC,170.0
9499,135,857,UPCFFE85FC,
9500,135,729,UPCFFE85FC,
9501,139,639,UPCFFE85FC,169.0
9502,144,531,UPCFFE85FC,170.0
9503,143,594,UPCFFE85FC,
9504,32,582,UPCFFE85FC,177.0
9505,141,415,UPCFFE85FC,
9506,146,326,UPCFFE85FC,
9507,148,178,UPCFFE85FC,
9508,139,239,UPCFFE85FC,
9509,146,89,UPCFFE85FC,
9510,147,24,UPCFFE85FC,
9511,282,16,UPCFFE85FC,
9512,277,85,UPCFFE85FC,
9513,273,159,UPCFFE85FC,173.0
9514,274,244,UPCFFE85FC,
9515,274,351,UPCFFE85FC,175.0
9516,272,458,UPCFFE85FC,166.0
9517,269,588,UPCFFE85FC,
9518,263,710,UPCFFE85FC,
9519,255,828,UPCFFE85FC,
9520,242,909,UPCFFE85FC,
9521,231,965,UPCFFE85FC,
9522,357,957,UPCFFE85FC,
9523,360,903,UPCFFE85FC,171.0
9524,360,819,UPCFFE85FC,
9525,369,704,UPCFFE85FC,
9526,367,605,UPCFFE85FC,
9527,370,502,UPCFFE85FC,
9528,389,394,UPCFFE85FC,
9529,394,249,UPCFFE85FC,
9530,391,153,UPCFFE85FC,
9531,389,71,UPCFFE85FC,
9532,391,12,UPCFFE85FC,
